期数,红球_1,红球_2,红球_3,红球_4,红球_5,蓝球_1,蓝球_2
16011,2,8,10,15,23,5,10
16012,5,7,11,23,28,3,12
16013,3,21,23,31,35,2,11
16014,6,8,21,24,27,2,10
16015,1,4,10,13,30,3,9
16016,3,10,22,29,32,2,5
16017,11,18,24,28,29,5,10
16018,5,10,13,27,33,8,11
16019,4,11,15,20,26,8,9
16020,1,16,22,29,30,2,9
16021,1,4,9,10,35,9,11
16022,4,18,21,30,35,2,11
16023,4,9,14,25,27,6,11
16024,1,2,11,15,18,4,8
16025,3,6,13,23,24,7,10
16026,2,6,29,30,34,1,7
16027,6,11,13,15,28,2,6
16028,13,18,20,23,31,3,6
16029,20,26,27,29,32,5,12
16030,10,19,21,29,33,4,6
16031,3,14,24,27,29,4,11
16032,5,9,14,20,33,5,12
16033,3,14,15,31,35,9,10
16034,14,18,31,32,35,9,10
16035,17,22,24,25,29,9,12
16036,7,15,26,30,31,3,6
16037,3,5,13,24,34,3,5
16038,3,7,9,15,33,5,12
16039,1,8,16,22,28,4,5
16040,20,22,29,30,35,1,6
16041,12,23,24,27,34,3,6
16042,2,6,8,19,24,1,6
16043,1,9,16,33,34,9,12
16044,1,6,10,20,31,5,11
16045,7,11,25,30,33,2,8
16046,3,19,22,32,34,8,12
16047,2,3,23,29,32,5,9
16048,4,12,17,25,27,4,10
16049,3,4,5,27,33,4,9
16050,7,17,21,29,35,4,5
16051,16,21,23,24,32,7,8
16052,8,14,19,20,33,10,11
16053,4,13,15,30,35,3,5
16054,2,5,9,21,30,6,7
16055,6,21,27,30,34,4,9
16056,10,12,14,31,35,4,5
16057,8,17,19,23,30,3,8
16058,2,15,17,23,28,5,9
16059,2,10,27,28,33,5,7
16060,2,6,22,27,34,8,11
16061,9,15,17,21,23,7,12
16062,2,10,14,15,35,1,9
16063,8,12,22,27,35,5,9
16064,1,2,10,18,35,5,11
16065,1,9,18,22,24,11,12
16066,10,28,29,31,33,5,11
16067,2,8,11,13,19,2,8
16068,5,7,22,26,34,7,12
16069,14,17,19,23,30,2,9
16070,2,9,13,19,23,5,7
16071,8,15,19,20,33,7,12
16072,16,20,24,26,31,4,9
16073,7,14,17,24,27,8,10
16074,1,5,7,11,14,3,8
16075,3,7,17,22,31,8,12
16076,3,8,10,17,31,5,6
16077,9,11,14,16,35,2,5
16078,7,18,29,31,35,5,11
16079,7,14,15,20,27,5,10
16080,15,20,29,30,33,7,12
16081,6,7,18,21,33,3,8
16082,3,8,23,28,29,2,7
16083,1,5,9,33,35,1,5
16084,8,12,15,26,35,1,8
16085,14,15,27,31,32,1,7
16086,3,5,22,25,30,7,9
16087,3,16,17,23,25,7,9
16088,4,6,17,21,30,6,11
16089,7,14,17,28,34,7,10
16090,4,6,8,28,32,7,12
16091,8,13,17,21,22,2,8
16092,2,13,31,33,34,7,11
16093,1,8,14,30,35,6,7
16094,1,14,16,17,18,5,7
16095,8,12,18,19,21,3,6
16096,1,6,8,12,21,5,10
16097,6,8,18,31,33,10,12
16098,8,9,11,20,29,4,5
16099,3,4,12,14,27,1,5
16100,8,12,19,26,30,2,12
16101,4,6,28,33,35,7,12
16102,3,5,6,34,35,3,12
16103,5,14,20,23,29,3,11
16104,1,20,22,23,30,6,7
16105,8,11,31,34,35,1,2
16106,3,21,30,33,35,1,4
16107,2,6,19,24,26,4,6
16108,10,17,22,23,25,7,9
16109,3,25,28,31,34,11,12
16110,7,20,21,23,30,7,10
16111,4,9,22,26,27,2,12
16112,7,22,23,31,32,4,5
16113,10,11,17,30,34,3,12
16114,16,17,20,32,33,3,7
16115,1,4,15,31,34,2,11
16116,4,6,8,19,34,10,12
16117,3,9,14,16,23,2,9
16118,12,15,18,24,29,3,11
16119,2,3,9,21,22,5,10
16120,3,10,20,32,34,4,7
16121,4,5,8,15,20,1,6
16122,1,3,12,14,29,2,6
16123,4,5,13,20,32,1,10
16124,4,13,24,26,29,8,11
16125,6,7,8,28,30,1,2
16126,11,13,16,19,24,6,8
16127,1,5,15,24,26,9,10
16128,17,20,22,30,33,7,8
16129,7,8,19,30,35,8,9
16130,11,23,32,33,34,1,12
16131,6,13,25,28,30,2,7
16132,4,18,19,22,35,1,2
16133,1,4,5,23,28,5,9
16134,1,3,31,32,34,2,7
16135,1,10,12,18,35,1,12
16136,5,6,7,19,23,4,11
16137,7,20,23,29,34,2,10
16138,12,13,16,29,35,5,11
16139,13,21,30,31,35,1,8
16140,12,16,23,29,34,4,11
16141,2,6,7,19,28,11,12
16142,1,6,17,23,26,6,12
16143,4,6,22,27,31,6,7
16144,4,5,13,22,31,5,10
16145,1,9,11,17,28,3,8
16146,21,22,25,29,34,1,11
16147,7,19,20,28,30,4,12
16148,5,14,15,23,25,6,8
16149,1,2,3,12,33,4,9
16150,1,10,18,24,29,7,10
16151,4,7,11,14,21,5,12
16152,8,17,22,24,30,5,11
16153,13,18,25,29,35,3,11
16154,6,16,17,21,29,4,6
17001,7,9,20,31,33,8,10
17002,7,12,14,31,34,9,11
17003,3,5,6,13,22,9,12
17004,5,8,11,28,31,6,7
17005,5,9,20,26,35,2,11
17006,4,6,23,32,33,5,6
17007,8,11,17,25,27,2,4
17008,3,4,9,25,32,2,4
17009,5,6,8,12,22,3,4
17010,4,10,13,18,35,1,2
17011,5,15,21,29,34,6,9
17012,4,5,24,26,35,7,12
17013,5,12,17,30,34,11,12
17014,4,8,15,24,25,2,5
17015,1,7,19,27,34,1,2
17016,3,13,28,30,33,9,10
17017,4,19,24,26,29,4,6
17018,6,7,10,17,23,1,9
17019,2,6,14,23,25,2,10
17020,16,21,24,27,28,4,7
17021,1,15,17,20,26,6,8
17022,2,3,9,17,24,6,12
17023,5,8,12,24,34,7,10
17024,21,23,29,32,35,11,12
17025,10,16,19,20,34,4,5
17026,10,14,19,25,32,2,7
17027,8,17,25,33,34,3,11
17028,6,18,22,23,33,9,11
17029,1,6,14,17,29,1,11
17030,21,22,24,29,34,5,6
17031,2,16,17,30,32,2,9
17032,2,13,14,18,29,3,9
17033,15,22,23,25,34,5,11
17034,6,12,21,26,29,2,11
17035,14,17,22,30,33,7,12
17036,1,4,9,18,33,2,5
17037,13,15,16,32,34,6,11
17038,4,5,13,18,27,3,9
17039,5,6,14,17,26,3,8
17040,4,6,10,23,29,9,11
17041,2,4,6,25,31,5,9
17042,2,17,31,33,34,1,7
17043,6,13,22,25,35,9,12
17044,11,16,17,18,25,2,9
17045,1,8,11,21,35,9,12
17046,4,17,20,23,30,2,3
17047,15,19,32,33,34,9,12
17048,7,9,13,15,19,3,10
17049,9,12,14,22,31,5,8
17050,12,14,17,20,28,2,6
17051,14,17,18,22,29,10,11
17052,3,19,24,28,33,4,12
17053,6,19,20,22,26,1,11
17054,16,29,30,32,33,4,5
17055,19,20,22,30,33,3,9
17056,1,4,24,27,32,3,10
17057,12,16,19,23,24,2,5
17058,14,18,20,21,28,3,6
17059,8,11,13,15,17,3,10
17060,9,15,20,26,31,5,12
17061,10,19,23,25,30,2,4
17062,1,4,6,8,28,8,12
17063,18,21,22,24,29,5,11
17064,1,8,20,27,30,3,4
17065,5,11,12,19,28,5,12
17066,11,15,23,26,30,2,11
17067,10,17,18,32,35,10,11
17068,7,8,19,24,27,6,7
17069,10,16,20,23,32,8,11
17070,6,16,18,26,30,2,3
17071,1,4,11,14,33,5,7
17072,1,3,29,32,34,2,5
17073,7,18,28,31,33,1,2
17074,8,10,11,13,17,8,11
17075,5,11,16,18,35,1,6
17076,2,7,25,30,35,7,12
17077,1,3,4,25,31,6,9
17078,4,5,27,31,34,3,6
17079,1,17,19,32,33,2,11
17080,8,10,21,30,31,2,5
17081,2,12,15,20,34,1,6
17082,5,13,20,21,25,8,9
17083,2,5,14,22,34,3,9
17084,6,11,14,21,31,9,12
17085,9,13,14,25,30,2,5
17086,12,15,18,22,31,1,8
17087,3,14,21,29,35,2,6
17088,5,28,31,34,35,8,9
17089,3,5,6,15,18,3,10
17090,3,6,15,22,35,9,11
17091,1,5,7,16,19,3,12
17092,3,7,9,17,34,4,5
17093,5,6,17,21,29,2,4
17094,3,5,8,29,33,4,8
17095,15,32,33,34,35,3,12
17096,3,7,9,17,28,4,12
17097,7,14,19,22,34,7,12
17098,6,9,17,30,35,10,11
17099,8,9,17,18,24,3,7
17100,2,5,18,19,31,1,9
17101,5,15,21,25,29,5,8
17102,1,12,23,24,29,8,12
17103,4,19,20,24,29,3,4
17104,9,11,22,27,30,9,11
17105,4,15,22,24,32,2,9
17106,9,12,18,23,29,2,4
17107,4,10,19,25,27,6,12
17108,1,4,15,21,22,4,9
17109,6,9,19,26,34,5,7
17110,10,14,20,21,35,2,5
17111,2,14,17,26,34,8,12
17112,5,6,20,31,32,6,12
17113,5,8,17,18,23,4,12
17114,6,7,12,18,23,1,12
17115,14,19,20,25,31,6,8
17116,2,27,30,32,33,1,3
17117,5,7,9,24,32,8,10
17118,2,7,16,20,33,3,11
17119,5,7,13,29,35,3,8
17120,8,15,24,26,27,5,6
17121,1,6,12,26,31,1,7
17122,3,12,18,29,34,3,11
17123,3,15,23,26,32,1,12
17124,3,29,30,32,35,3,8
17125,7,11,18,26,28,4,5
17126,3,4,13,24,33,1,11
17127,2,15,18,21,22,3,10
17128,9,11,13,18,33,2,3
17129,5,17,20,32,33,4,9
17130,5,18,28,33,34,3,4
17131,3,5,8,19,34,1,12
17132,11,17,23,26,27,1,10
17133,15,17,19,32,33,1,3
17134,7,18,19,32,34,2,10
17135,1,12,15,19,22,2,4
17136,1,11,20,21,22,3,4
17137,1,20,22,28,29,5,7
17138,4,7,9,20,25,2,11
17139,2,6,19,25,32,9,12
17140,10,16,25,26,29,1,5
17141,2,8,21,22,29,3,5
17142,1,5,16,19,28,2,10
17143,6,9,24,29,32,2,7
17144,3,21,23,29,32,10,11
17145,4,7,17,18,19,3,10
17146,1,5,11,14,35,9,10
17147,5,16,17,25,34,1,11
17148,19,27,31,32,35,11,12
17149,10,18,19,25,26,4,12
17150,3,6,10,13,18,9,11
17151,5,6,23,28,32,4,5
17152,2,4,7,23,28,2,8
17153,1,9,24,26,34,9,12
18001,1,13,22,25,35,3,4
18002,12,20,23,27,34,1,6
18003,4,21,23,24,30,9,10
18004,4,9,22,28,30,1,10
18005,4,9,23,24,30,8,11
18006,19,20,30,32,33,3,5
18007,3,4,28,31,34,4,11
18008,9,15,17,20,22,10,11
18009,10,12,28,30,34,3,4
18010,24,25,26,28,29,4,12
18011,3,13,15,23,26,1,10
18012,3,22,24,29,34,7,11
18013,8,24,31,33,35,7,10
18014,14,16,18,24,31,1,8
18015,4,13,15,18,29,5,11
18016,1,2,12,13,23,9,12
18017,4,19,21,23,31,4,9
18018,6,8,13,24,28,6,12
18019,10,11,19,21,28,5,12
18020,1,10,13,14,21,9,12
18021,5,6,8,9,15,4,11
18022,2,10,19,33,35,5,6
18023,12,13,18,21,29,2,8
18024,2,16,24,30,32,4,7
18025,7,8,9,15,34,7,8
18026,1,2,3,4,30,3,5
18027,1,18,20,21,26,4,11
18028,4,19,25,30,35,4,7
18029,3,9,21,25,29,1,8
18030,5,18,21,28,32,9,11
18031,3,8,13,17,23,5,11
18032,7,10,17,32,35,5,12
18033,2,3,19,23,34,4,9
18034,8,11,22,27,32,3,7
18035,5,7,10,12,24,7,11
18036,11,17,18,21,27,7,8
18037,1,3,27,30,31,2,11
18038,14,23,25,31,32,1,3
18039,2,7,14,29,32,10,11
18040,5,7,18,27,31,1,8
18041,1,23,25,31,33,1,12
18042,3,19,25,29,35,5,9
18043,3,6,13,28,33,4,11
18044,2,4,6,18,21,5,8
18045,2,5,20,30,35,5,9
18046,10,20,22,29,32,5,10
18047,3,8,10,14,20,4,8
18048,2,3,11,20,25,2,7
18049,4,7,9,10,13,6,12
18050,22,24,26,34,35,6,12
18051,9,18,28,29,35,3,11
18052,5,16,18,19,25,2,7
18053,11,16,21,23,25,2,12
18054,9,10,12,20,30,1,7
18055,3,7,20,33,34,9,10
18056,2,4,16,28,34,5,7
18057,13,19,22,27,28,5,6
18058,9,11,12,26,32,4,10
18059,1,9,10,27,35,6,11
18060,4,22,27,29,31,2,10
18061,4,10,12,28,31,8,11
18062,12,14,19,23,35,2,7
18063,5,14,15,32,34,3,10
18064,1,3,4,11,29,2,4
18065,7,10,28,31,32,8,10
18066,1,20,23,32,33,1,4
18067,3,7,12,18,31,7,10
18068,8,12,16,26,33,5,6
18069,1,8,13,21,24,2,11
18070,2,5,10,16,30,4,7
18071,2,5,23,30,31,3,9
18072,5,12,17,24,26,1,2
18073,13,19,24,25,29,2,8
18074,3,9,12,28,30,4,12
18075,1,6,12,20,34,4,12
18076,7,18,28,29,32,6,8
18077,1,6,9,15,26,8,9
18078,7,11,12,22,30,3,6
18079,3,4,10,27,29,1,5
18080,7,16,24,26,31,10,11
18081,2,10,13,21,35,1,12
18082,1,2,14,17,18,8,10
18083,7,12,25,27,28,10,11
18084,6,11,17,22,35,11,12
18085,1,2,14,25,31,5,7
18086,16,22,24,29,31,4,5
18087,3,14,19,23,25,1,4
18088,8,9,21,25,33,1,8
18089,26,27,28,32,34,6,10
18090,6,20,24,33,34,4,11
18091,6,22,26,28,31,1,7
18092,5,7,14,18,19,4,10
18093,3,11,16,18,33,3,11
18094,11,16,25,30,34,8,10
18095,7,14,18,29,35,5,12
18096,13,14,20,28,34,6,10
18097,10,12,14,18,23,1,4
18098,2,15,18,25,27,5,7
18099,12,13,16,20,21,1,7
18100,6,20,21,26,30,6,9
18101,3,14,15,23,29,4,5
18102,6,7,13,22,24,10,12
18103,14,24,26,28,35,2,3
18104,1,13,14,26,28,7,11
18105,1,16,19,20,31,2,7
18106,4,14,17,24,31,1,4
18107,7,8,9,10,22,3,4
18108,9,10,24,31,32,7,12
18109,10,16,23,25,34,2,5
18110,6,19,21,27,28,3,11
18111,3,16,27,28,32,4,5
18112,3,7,8,9,29,9,10
18113,8,12,27,31,33,4,8
18114,12,18,26,28,29,5,6
18115,2,6,13,18,25,1,2
18116,1,14,17,21,33,7,10
18117,7,11,13,22,29,3,8
18118,4,5,14,21,34,6,9
18119,6,9,11,16,35,2,5
18120,21,22,25,27,30,8,9
18121,6,7,21,29,30,1,10
18122,8,9,21,30,31,5,12
18123,6,9,29,32,35,2,4
18124,8,10,12,19,20,10,11
18125,7,16,20,21,34,4,6
18126,11,13,15,21,27,5,6
18127,1,3,4,11,29,8,12
18128,11,12,14,16,26,8,9
18129,4,7,21,22,29,3,6
18130,3,4,16,18,25,1,11
18131,12,14,21,32,33,2,11
18132,3,16,22,23,27,1,4
18133,8,12,14,15,19,1,10
18134,4,5,19,31,35,2,12
18135,14,19,23,27,34,6,12
18136,3,11,12,19,21,5,11
18137,7,10,22,23,33,8,11
18138,1,23,24,28,33,4,5
18139,5,11,16,28,35,6,9
18140,1,6,8,12,15,3,4
18141,3,7,23,26,33,4,9
18142,19,24,28,29,34,10,11
18143,4,7,20,22,33,1,2
18144,6,17,18,24,31,7,11
18145,9,18,29,31,33,6,11
18146,3,8,9,13,33,1,2
18147,1,11,26,33,35,2,10
18148,2,6,24,33,34,2,3
18149,1,7,10,11,20,3,6
18150,5,12,13,31,34,10,12
18151,4,8,18,29,30,3,7
18152,2,4,5,12,28,8,11
18153,3,6,7,8,21,1,8
18154,14,22,23,26,30,3,5
19001,6,18,23,26,28,3,12
19002,2,7,14,22,31,1,7
19003,4,8,18,20,32,10,12
19004,15,16,17,31,32,3,9
19005,21,26,27,29,34,5,6
19006,14,17,19,25,30,4,8
19007,3,12,16,29,32,1,5
19008,3,8,17,20,24,6,11
19009,3,9,15,18,26,6,12
19010,3,7,24,25,27,2,12
19011,4,12,13,16,17,4,9
19012,5,9,17,18,19,7,10
19013,8,10,15,17,18,1,8
19014,12,14,20,28,31,9,11
19015,2,5,10,13,30,4,6
19016,3,5,13,16,28,2,6
19017,1,5,7,22,25,3,4
19018,3,18,19,26,34,6,12
19019,4,11,19,25,32,1,2
19020,1,8,16,27,34,3,12
19021,7,13,17,24,33,1,10
19022,1,4,14,15,21,1,5
19023,1,3,14,26,30,6,11
19024,11,17,19,29,33,8,9
19025,6,13,16,19,29,3,7
19026,10,12,15,17,19,2,3
19027,16,18,24,25,27,2,7
19028,6,22,28,29,33,2,7
19029,1,4,18,24,28,2,3
19030,7,9,13,14,33,2,4
19031,3,8,21,26,33,4,5
19032,1,4,7,11,30,7,8
19033,1,2,4,16,24,7,9
19034,8,12,15,27,30,1,2
19035,1,3,5,7,18,8,9
19036,3,9,21,28,30,1,12
19037,6,16,26,33,35,4,8
19038,5,11,16,18,27,7,12
19039,1,12,18,26,35,6,12
19040,1,3,31,32,34,1,3
19041,12,19,20,22,28,2,6
19042,4,10,13,28,33,11,12
19043,2,6,7,12,15,6,12
19044,3,6,10,12,31,1,2
19045,1,4,16,19,33,3,12
19046,2,8,14,15,35,10,12
19047,3,4,10,16,32,4,9
19048,6,10,16,29,33,5,11
19049,10,16,22,26,27,7,11
19050,4,15,16,20,35,3,12
19051,11,15,16,20,29,4,8
19052,4,10,15,20,24,7,11
19053,1,11,19,26,35,11,12
19054,2,18,23,27,30,5,10
19055,2,4,6,19,22,2,6
19056,1,7,10,12,23,6,8
19057,8,14,16,34,35,6,12
19058,3,10,13,14,32,7,11
19059,7,8,15,27,32,8,12
19060,1,11,12,18,21,8,10
19061,1,2,13,14,26,5,11
19062,5,16,23,25,28,1,12
19063,5,8,15,18,21,4,8
19064,7,8,13,19,29,11,12
19065,3,8,10,23,27,2,12
19066,4,10,11,18,31,5,8
19067,3,8,11,15,16,2,10
19068,4,5,8,17,27,6,11
19069,8,22,23,33,34,4,6
19070,2,13,15,22,34,2,12
19071,7,13,14,15,22,7,11
19072,2,4,6,9,18,7,10
19073,4,11,19,20,24,8,11
19074,8,9,13,14,34,5,7
19075,5,6,7,11,16,2,11
19076,1,6,11,23,29,1,11
19077,1,15,17,21,33,7,10
19078,5,10,21,26,30,1,7
19079,10,13,16,28,35,4,5
19080,5,13,18,19,24,2,7
19081,6,24,26,30,33,2,7
19082,6,18,20,21,31,3,4
19083,17,24,26,28,32,7,9
19084,12,23,25,34,35,1,7
19085,4,5,6,15,26,8,11
19086,5,15,16,28,31,2,7
19087,5,6,18,19,27,7,12
19088,1,5,18,27,33,6,8
19089,9,14,18,33,34,3,12
19090,13,19,28,30,33,2,12
19091,4,13,20,26,28,3,12
19092,2,11,15,27,30,2,5
19093,16,17,26,29,35,1,7
19094,1,12,14,26,27,7,9
19095,3,12,17,19,31,2,6
19096,2,12,22,23,27,2,6
19097,10,17,20,30,35,10,12
19098,13,15,17,19,22,3,4
19099,4,6,18,27,33,7,9
19100,5,8,12,19,21,6,11
19101,5,11,18,19,27,5,6
19102,5,10,15,19,31,3,6
19103,5,12,22,27,32,4,7
19104,2,7,19,22,28,3,5
19105,1,4,9,14,17,1,6
19106,5,8,10,32,35,2,10
19107,5,9,19,27,35,2,3
19108,24,27,28,31,34,4,8
19109,2,7,8,20,25,11,12
19110,1,19,23,24,30,4,5
19111,6,15,20,23,27,8,10
19112,3,10,16,21,33,5,6
19113,3,11,27,34,35,1,2
19114,3,5,7,20,23,4,11
19115,1,18,21,28,32,5,12
19116,2,10,16,21,23,2,12
19117,1,18,21,25,35,7,8
19118,2,3,13,19,26,2,3
19119,3,6,9,23,34,2,11
19120,6,15,17,22,25,1,9
19121,1,2,3,7,17,4,10
19122,5,19,25,31,33,10,11
19123,3,13,15,26,30,5,12
19124,7,17,26,27,30,6,12
19125,5,8,9,14,34,2,5
19126,5,9,16,18,30,4,7
19127,4,7,8,11,16,9,11
19128,20,21,25,34,35,3,12
19129,10,13,18,23,30,6,12
19130,1,13,20,21,26,4,10
19131,5,6,14,27,29,6,10
19132,3,5,6,13,18,10,12
19133,3,12,24,27,34,1,12
19134,5,6,7,14,17,10,11
19135,4,5,19,25,26,1,11
19136,3,16,20,26,29,3,9
19137,3,5,12,13,26,7,12
19138,4,6,7,20,29,2,4
19139,1,5,7,8,11,6,10
19140,3,7,8,25,27,3,5
19141,2,10,20,21,35,1,12
19142,3,4,26,29,33,6,7
19143,4,22,23,24,32,6,12
19144,2,5,20,28,31,2,11
19145,5,9,19,22,32,3,5
19146,10,11,26,33,34,1,6
19147,9,12,19,22,33,7,8
19148,3,4,7,11,30,8,9
19149,1,2,7,33,35,6,10
19150,7,11,12,16,33,5,7
20001,17,25,26,32,34,4,7
20002,3,7,18,25,30,2,7
20003,23,25,26,30,34,3,7
20004,17,20,21,29,30,5,9
20005,6,10,33,34,35,1,3
20006,9,22,25,31,32,8,12
20007,2,10,19,24,30,5,8
20008,14,17,19,24,32,1,6
20009,19,29,31,34,35,6,10
20010,1,8,13,24,32,2,9
20011,2,13,19,22,23,2,7
20012,1,6,18,32,34,1,3
20013,1,4,5,11,35,3,9
20014,3,7,9,17,21,3,6
20015,1,7,23,24,26,3,7
20016,4,8,19,31,35,1,2
20017,1,6,7,9,10,2,11
20018,9,14,16,24,26,4,12
20019,1,12,22,23,33,1,12
20020,8,10,12,26,32,5,9
20021,10,12,24,31,33,4,9
20022,4,14,20,28,35,2,3
20023,4,11,23,26,30,1,6
20024,3,5,6,24,30,3,7
20025,2,14,21,22,26,5,7
20026,3,15,26,32,34,8,12
20027,4,7,20,25,32,3,9
20028,4,5,28,34,35,1,8
20029,11,14,17,22,30,7,9
20030,1,8,17,27,30,5,6
20031,1,2,5,15,21,4,5
20032,2,3,9,16,32,3,4
20033,7,19,20,31,34,5,8
20034,11,13,20,27,31,2,4
20035,10,11,22,26,28,2,4
20036,1,5,11,12,26,2,7
20037,1,4,10,11,14,2,5
20038,4,15,20,22,24,1,9
20039,1,5,15,22,31,2,9
20040,2,17,20,28,29,1,7
20041,7,13,20,29,34,4,7
20042,3,4,5,11,22,5,6
20043,12,13,17,31,32,1,6
20044,1,3,22,28,30,2,5
20045,2,9,16,23,27,3,8
20046,15,24,27,30,34,4,12
20047,4,18,27,28,30,3,10
20048,3,9,10,15,16,7,9
20049,3,11,15,22,30,8,10
20050,3,14,16,22,34,2,6
20051,2,7,9,19,33,1,7
20052,9,11,26,28,35,6,7
20053,2,15,18,21,27,3,6
20054,11,14,15,19,20,3,7
20055,3,4,12,18,34,10,12
20056,3,11,25,29,34,3,6
20057,17,20,21,22,31,2,8
20058,1,15,19,26,27,5,10
20059,1,15,22,28,32,3,11
20060,12,14,25,34,35,3,12
20061,7,8,12,21,26,1,6
20062,1,5,14,23,31,2,7
20063,11,18,20,21,33,6,7
